m_ticker,ticker,comp_name,comp_name_2,exchange,currency_code,ticker_type,active_ticker_flag,comp_url,sic_4_code,sic_4_desc,zacks_x_ind_code,zacks_x_ind_desc,zacks_x_sector_code,zacks_x_sector_desc,zacks_m_ind_code,zacks_m_ind_desc,per_end_month_nbr,mr_split_date,mr_split_factor,comp_cik,country_code,country_name,comp_type,optionable_flag,sp500_member_flag,asset_type
ONI&,ONII,ONI INTERNATION,ONI INTERNATION,,,S,Y,,,,,,,,,,4,,,,,,,,,
ONIS,ONIS,ONI SYSTEMS,ONI SYSTEMS,,,,N,,,,,,,,,,12,,,,,,,,,
DORM,ONIX,ONYX IMI LTD,ONYX IMI LTD,,,,N,,,,,,,,,,9,,,,,,,,,
ONM,ONM,ONCORMED INC,ONCORMED INC,,,,N,,,,,,,,,,12,,,,,,,,,
VETT,ONMDQ,VERTICAL HEALTH,Vertical Health Solutions Inc.,OTC,,,N,,,,,,,,,,12,,,,,,,,,
ONN,ONN,E-TRC FG R ON,E-TRC FG R ON,ARCA,,,N,,,,,,,,,,12,,,,,,,,,
ORPN,ONP,ORIENT PAPER,"Orient Paper, Inc.",ARCA,USD,S,Y,http://www.orientpaperinc.com,2670,"Converted paper & paperboard products, except containers & box",140,PAPER &REL PRDS,6,Basic Materials,22,PAPER,12,,,0001358190,CN,CHINA,1,Y,N,COM
ONPR,ONPRQ,ONE PRICE CLOTH,ONE PRICE CLOTH,,,,N,,,,,,,,,,1,,,,,,,,,
ONS,ONS,ONCOBIOLOGICS,"Oncobiologics, Inc.",NSDQ,USD,S,Y,http://www.oncobiologics.com,2836,"Biological products, except diagnostic",105,MED-BIOMED/GENE,4,Medical,15,DRUGS,9,,,0001649989,US,UNITED STATES,1,N,N,COM
WEM,ONSE,ONSITE ENERGY,Onsite Energy Corp.,OTC,USD,S,Y,http://www.onsitenergy.com,8711,Engineering services,143,POLLUTION CNTRL,7,Industrial Products,27,POLLUTION CNTRL,6,1994-02-16,0.2,0000909171,US,UNITED STATES,1,N,N,COM
ONSI,ONSI,ORION NETWORK,ORION NETWORK,,,,N,,,,,,,,,,12,,,,,,,,,
VDAT,ONSM,ONSTREAM MEDIA,Onstream Media Corp.,OTC,USD,S,Y,http://www.onstreammedia.com,7373,Computer integrated systems design,217,Internet Software/Services,10,Computer and Technology,32,COMPUTER SOFT/SERV,9,2010-04-06,0.17,0000919130,US,UNITED STATES,1,N,N,COM
ONS&,ONSS,ON-SITE SRCING,ON-SITE SRCING,,,,N,,,,,,,,,,12,,,,,,,,,
OSE&,ONST,ON STAGE ENTMT,ON STAGE ENTMT,OTC,,,N,,,,,,,,,,12,,,,,,,,,
ONT,ONT,ON2 TECH INC,ON2 TECH INC,,,,N,,,,,,,,,,12,,,,,,,,,
ONA,ONTAQ,ONEITA INDS INC,ONEITA INDS INC,OTC,,,N,,,,,,,,,,9,,,,,,,,,
ONTC,ONTC.,ON TECHNOLOGY,ON TECHNOLOGY,,,,N,,,,,,,,,,12,,,,,,,,,
ONTK,ONTK,ONTRAK SYSTEMS,ONTRAK SYSTEMS,,,,N,,,,,,,,,,6,,,,,,,,,
ONTL,ONTL,OSHR-INT QLT DV,O'Shares FTSE Russell International Quality Dividend ETF,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
ONT&,ONTR,ONTRO INC,ONTRO INC,,,,N,,,,,,,,,,12,,,,,,,,,
ONTX,ONTX,ONCONOVA THERAP,"Onconova Therapeutics, Inc.",NSDQ,USD,S,Y,http://www.onconova.com,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,12,2016-06-01,0.1,0001130598,US,UNITED STATES,1,N,N,COM
ONVC,ONVC,ONLINE VACATION,Online Vacation Center Holdings Corp.,OTC,USD,S,Y,http://www.onlinevacationcenter.com,4700,Transportation services,211,INTERNET COMMERCE,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,12,,,0001058786,US,UNITED STATES,1,N,N,COM
ONVI,ONVI,ONVIA.COM INC,"Onvia, Inc.",NSDQ,USD,S,Y,http://www.onvia.com,7389,"Business services, not elsewhere classified",211,INTERNET COMMERCE,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,12,2002-07-17,0.1,0001100917,US,UNITED STATES,1,N,N,COM
ONVO,ONVO,ORGANOVO HLDGS,"Organovo Holdings, Inc.",NSDQ,USD,S,Y,http://www.organovo.com,2836,"Biological products, except diagnostic",105,MED-BIOMED/GENE,4,Medical,15,DRUGS,3,,,0001497253,US,UNITED STATES,1,Y,N,COM
ONX2,ONX,ONIX SYSTEMS,ONIX SYSTEMS,,,,N,,,,,,,,,,12,,,,,,,,,
ONX,ONX.,ONYX PETRO EXPL,ONYX PETRO EXPL,,,,N,,,,,,,,,,12,,,,,,,,,
CROE,ONXC,ONYX CORP,Onyx Corp.,OTC,USD,S,Y,,1381,Drilling oil & gas wells,116,MINING -MISC,6,Basic Materials,20,METALS-NON FERR,12,2005-05-27,0.0,0000876528,US,UNITED STATES,1,N,N,COM
ONXS,ONXS,ONYX SOFTWARE,ONYX SOFTWARE,,,,N,,,,,,,,,,12,,,,,,,,,
ONXX,ONXX,ONYX PHARMA INC,ONYX PHARMA INC,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
ONYX,ONYX.,ONYX ACCEP CORP,ONYX ACCEP CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OO,OO,OAKLEY INC,OAKLEY INC,,,,N,,,,,,,,,,12,,,,,,,,,
HEC&,OOC,OEC COMPRESSION,OEC COMPRESSION,,,,N,,,,,,,,,,12,,,,,,,,,
OOGI,OOGI,C2E ENERGY INC,C2E ENERGY INC,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
OOK,OOK,OOK INC,OOK INC,ARCA,,,N,,,,,,,,,,12,,,,,,,,,
OOM,OOM,MMO2 PLC ADR,MMO2 PLC ADR,,,,N,,,,,,,,,,3,,,,,,,,,
OOMA,OOMA,OOMA INC,"Ooma, Inc.",NYSE,USD,S,Y,http://www.ooma.com,7374,Data processing & preparation,230,Communications Components,10,Computer and Technology,36,TELECOMM EQUIP,1,,,0001327688,US,UNITED STATES,1,Y,N,COM
OOO,OOO.,STREET-SPDR O-S,STREET-SPDR O-S,,,,N,,,,,,,,,,12,,,,,,,,,
OPAL,OPAL.,OPAL INC,OPAL INC,,,,N,,,,,,,,,,12,,,,,,,,,
TIER,OPAY,OFFICIAL PAYMNT,OFFICIAL PAYMNT,NSDQ,,,N,,,,,,,,,,9,,,,,,,,,
OPAY,OPAY.,OFFICIAL PA-OLD,OFFICIAL PA-OLD,,,,N,,,,,,,,,,12,,,,,,,,,
OPB,OPB,OPUS BANK,Opus Bank,NSDQ,USD,S,Y,http://www.opusbank.com,6029,"Commercial banks, not elsewhere classified",17,BANKS-SOUTHWEST,13,Finance,47,BANKS & THRIFTS,12,,,,US,UNITED STATES,2,Y,N,COM
OPBL,OPBL,OPTIONABLE INC,Optionable Inc.,OTC,USD,S,Y,http://www.optionable.com,6200,"Security & commodity brokers, dealers, exchanges & services",62,FIN-INVEST BKRS,13,Finance,50,INVEST BKRS/MGMT,12,,,0001303433,US,UNITED STATES,10,N,N,COM
OPC2,OPC,QC OPTICS INC,QC OPTICS INC,,,,N,,,,,,,,,,12,,,,,,,,,
OPCO,OPCO,OURPETS COMPANY,OurPet's Co.,OTC,USD,S,Y,http://www.ourpets.com,3089,"Plastics products, not elsewhere classified",165,RETAIL-MISC/DIV,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,12,,,0001094139,US,UNITED STATES,1,N,N,COM
OPD,OPD,GUGG-LC OPT DVS,GUGG-LC OPT DVS,ARCA,,E,Y,,,,,,,,,,12,,,,,,,,,
OPE2,OPEN,OPENTABLE INC,OpenTable Inc.,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
OPN2,OPEN.,OPEN ENVIRONMNT,OPEN ENVIRONMNT,,,,N,,,,,,,,,,12,,,,,,,,,
PTON,OPEN2,OPENROUTE NTWRK,OPENROUTE NTWRK,,,,N,,,,,,,,,,12,,,,,,,,,
OPN3,OPEN3,OPEN SOLUTIONS,OPEN SOLUTIONS,,,,N,,,,,,,,,,12,,,,,,,,,
OPGN,OPGN,OPGEN INC,"OpGen, Inc.",NSDQ,USD,S,Y,http://www.opgen.com,8071,Medical laboratories,285,Medical Services,4,Medical,16,MEDICAL CARE,12,,,0001293818,US,UNITED STATES,1,N,N,COM
OPHC,OPHC,OPTIMUMBK HLDGS,"OptimumBank Holdings, Inc.",NSDQ,USD,S,Y,http://www.optimumbank.com,6021,National commercial banks,16,BANKS-SOUTHEAST,13,Finance,47,BANKS & THRIFTS,12,2016-01-12,0.1,0001288855,US,UNITED STATES,2,N,N,COM
OPHL,OPHLF,ONO PHARMA LTD,Ono Pharmaceutical Co.,OTC,USD,S,Y,http://www.ono.co.jp,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,3,2016-03-29,5.0,0000940821,JP,JAPAN,1,N,N,COM
OPHM,OPHM,ORAPHARMA INC,ORAPHARMA INC,,,,N,,,,,,,,,,12,,,,,,,,,
OPHR,OPHRY,OPHIR,Ophir Energy Plc,OTC,USD,S,Y,http://www.ophir-energy.com,8880,Private households,222,International E&P,12,Oils/Energy,42,OIL-EXP&PROD,12,,,0001571386,GB,UNITED KINGDOM,1,N,N,ADR
OPHT,OPHT,OPHTHOTECH CORP,Ophthotech Corporation,NSDQ,USD,S,Y,http://www.ophthotech.com,2834,Pharmaceutical preparations,105,MED-BIOMED/GENE,4,Medical,15,DRUGS,12,,,0001410939,US,UNITED STATES,1,Y,N,COM
OPI,OPI.,OGDEN PROJECT,OGDEN PROJECT,,,,N,,,,,,,,,,12,,,,,,,,,
#DHF,OPIX,ODYSSEY PICT CP,Odyssey Pictures Corp.,OTC,,,N,,,,,,,,,,6,,,,,,,,,
CYT&,OPK,OPKO HEALTH INC,"Opko Health, Inc.",NSDQ,USD,S,Y,http://www.opko.com,2834,Pharmaceutical preparations,103,MED INSTRUMENTS,4,Medical,17,MED PRODS,12,,,0000944809,US,UNITED STATES,1,Y,N,COM
OPK,OPKM,OPELIKA MFG,OPELIKA MFG,,,,N,,,,,,,,,,9,,,,,,,,,
OPLK,OPLK,OPLINK COMMNCTN,Oplink Communications Inc.,NSDQ,,,N,,,,,,,,,,6,,,,,,,,,
#OPM,OPMC,OPTIMUMCARE COR,OptimumCare Corp.,OTC,USD,S,Y,http://www.optimumcare.com,8060,Hospitals,109,MED-HOSPITALS,4,Medical,16,MEDICAL CARE,12,,,0000820474,US,UNITED STATES,1,N,N,COM
OPMG,OPMG,OPTIONS MEDIA,Options Media Group Holdings Inc.,OTC,USD,S,Y,http://www.optionsmedia.com,7331,Direct mail advertising services,213,INTERNET SERVICES,10,Computer and Technology,32,COMPUTER SOFT/SERV,12,,,,US,UNITED STATES,1,N,N,COM
OPMR,OPMR,OPTIMAL GRP INC,OPTIMAL GRP INC,,,,N,,,,,,,,,,12,,,,,,,,,
SS2&,OPMZ,1PM INDUSTRIES,1PM INDUSTRIES,OTC,,S,Y,,,,,,,,,,3,,,,,,,,,
AUTC,OPNN,OPENLANE INC,OPENLANE INC,,,,N,,,,,,,,,,3,,,,,,,,,
OPN4,OPNT,OPIANT PHARMACT,"Opiant Pharmaceuticals, Inc.",OTC,USD,S,Y,http://www.opiant.com,1000,Metal mining,106,MED-DRUGS,4,Medical,15,DRUGS,7,,,0001385508,US,UNITED STATES,1,N,N,COM
OPNT,OPNT2,OPNET TECH INC,OPNET TECH INC,,,,N,,,,,,,,,,3,,,,,,,,,
#OPO,OPOAA,OFFICE PROD OF,OFFICE PROD OF,,,,N,,,,,,,,,,12,,,,,,,,,
OPOF,OPOF,OLD POINT FINL,Old Point Financial Corporation,NSDQ,USD,S,Y,http://www.oldpoint.com,6021,National commercial banks,16,BANKS-SOUTHEAST,13,Finance,47,BANKS & THRIFTS,12,2007-10-02,1.25,0000740971,US,UNITED STATES,2,N,N,COM
#OPP,OPP.,OPPENHEIMER IND,OPPENHEIMER IND,,,,N,,,,,,,,,,1,,,,,,,,,
OPC,OPRT,OREGON PORTLAND,OREGON PORTLAND,,,,N,,,,,,,,,,12,,,,,,,,,
OPRX,OPRX,OPTIMIZERX CORP,OptimizeRx Corp.,OTC,USD,S,Y,http://www.optimizerx.com,7389,"Business services, not elsewhere classified",44,COMP-SOFTWARE,10,Computer and Technology,32,COMPUTER SOFT/SERV,12,,,0001448431,US,UNITED STATES,1,N,N,COM
#TSL,OPSC,OPTICAL SEC GRP,OPTICAL SEC GRP,,,,N,,,,,,,,,,3,,,,,,,,,
OSIX,OPSL,OPTICAL SPECIAL,OPTICAL SPECIAL,,,,N,,,,,,,,,,9,,,,,,,,,
LDCL,OPSW,OPSWARE INC,OPSWARE INC,,,,N,,,,,,,,,,1,,,,,,,,,
OPT&,OPTC,OPTELECOM INC,OPTELECOM INC,,,,N,,,,,,,,,,12,,,,,,,,,
OPT2,OPTI,OPTI INC,OPTi Inc.,OTC,,,N,,,,,,,,,,3,,,,,,,,,
OPTI,OPTI.,OPTIMUM HOLDNG,OPTIMUM HOLDNG,,,,N,,,,,,,,,,12,,,,,,,,,
OPT1,OPTK,OPTIKA INC,OPTIKA INC,,,,N,,,,,,,,,,12,,,,,,,,,
OFGC,OPTL,OPTIMUM INTERAC,OPTIMUM INTERAC,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
OPL&,OPTL.,OPTISYSTEMS SOL,OPTISYSTEMS SOL,,,,N,,,,,,,,,,12,,,,,,,,,
OPTM,OPTM,OPTIUM CORP,OPTIUM CORP,,,,N,,,,,,,,,,7,,,,,,,,,
OPTN,OPTN.,OPTION CARE INC,OPTION CARE INC,,,,N,,,,,,,,,,12,,,,,,,,,
OPT3,OPTO,OPTIO SOFTWARE,OPTIO SOFTWARE,,,,N,,,,,,,,,,1,,,,,,,,,
OPTO,OPTO.,OPTO MECHANIK,OPTO MECHANIK,,,,N,,,,,,,,,,6,,,,,,,,,
OPTR,OPTR,OPTIMER PHARMAC,OPTIMER PHARMAC,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
OPTS,OPTS,OPTA FOOD INGR,OPTA FOOD INGR,,,,N,,,,,,,,,,12,,,,,,,,,
OPTT,OPTT,OCEAN POWER TEC,"Ocean Power Technologies, Inc.",NSDQ,USD,S,Y,http://www.oceanpowertechnologies.com,4911,Electric services,273,Other Alt Energy,12,Oils/Energy,40,ENERGY-ALT SRCS,4,2015-10-29,0.1,0001378140,US,UNITED STATES,1,N,N,COM
OPTX,OPTT.,OPTEK TECH INC,OPTEK TECH INC,,,,N,,,,,,,,,,10,,,,,,,,,
OPTV,OPTV,OPENTV CORP,OPENTV CORP,,,,N,,,,,,,,,,12,,,,,,,,,
OEH9,OPTX,OPTA CORP,OPTA CORP,OTC,,,N,,,,,,,,,,6,,,,,,,,,
GAEO,OPTX.,NETOPTIX CORP,NETOPTIX CORP,,,,N,,,,,,,,,,9,,,,,,,,,
#OPU,OPUS.,OPUS COMPUTER P,OPUS COMPUTER P,,,,N,,,,,,,,,,9,,,,,,,,,
OPVN,OPVN.,OPENVISION TECH,OPENVISION TECH,,,,N,,,,,,,,,,6,,,,,,,,,
OPVS,OPVS,NANOFLEX POWER,Nanoflex Power Corporation,OTC,USD,S,Y,http://www.nanoflexpower.com,4955,Sanitary services,268,Solar,12,Oils/Energy,40,ENERGY-ALT SRCS,12,,,0001571636,US,UNITED STATES,1,N,N,COM
OPWR,OPWR,OPOWER INC,Opower Inc.,NYSE,,,N,,,,,,,,,,12,,,,,,,,,
OPXA,OPXA,OPEXA THERAPEUT,"Opexa Therapeutics, Inc.",NSDQ,USD,S,Y,http://www.opexatherapeutics.com,2834,Pharmaceutical preparations,105,MED-BIOMED/GENE,4,Medical,15,DRUGS,12,2015-09-29,0.13,0001069308,US,UNITED STATES,1,N,N,COM
OPXS,OPXS,OPTEX SYSTEMS,Optex Systems Holdings Inc.,OTC,USD,S,Y,http://www.optexsys.com,3827,Optical instruments & lenses,3,AEROSP/DEF EQ,11,Aerospace,38,AEROSPACE/DEFENSE,9,2015-10-07,0.0,0001397016,US,UNITED STATES,1,N,N,COM
OPXT,OPXT,OPNEXT INC,OPNEXT INC,,,,N,,,,,,,,,,3,,,,,,,,,
FHVA,OPY,OPPENHEIMER HLD,"Oppenheimer Holdings, Inc.",NYSE,USD,S,Y,http://www.opco.com,6211,Security brokers & dealers,62,FIN-INVEST BKRS,13,Finance,50,INVEST BKRS/MGMT,12,,,0000791963,US,UNITED STATES,10,Y,N,CDN
OPYG,OPYGY,POLYUS GLD PJSC,Pjsc Polyus,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
OR2,OR,OSISKO GOLD LTD,Osisko Gold Royalties Ltd,NYSE,USD,S,Y,http://www.osiskogr.com,1040,Gold & silver ores,114,MINING -GOLD,6,Basic Materials,20,METALS-NON FERR,12,,,0001627272,CA,CANADA,1,N,N,COM
ORA,ORA,ORMAT TECH INC,"Ormat Technologies, Inc.",NYSE,USD,S,Y,http://www.ormat.com,4911,Electric services,273,Other Alt Energy,12,Oils/Energy,40,ENERGY-ALT SRCS,12,,,0001296445,US,UNITED STATES,1,Y,N,COM
ORAL,ORAL,ORTHALLIANCE,ORTHALLIANCE,,,,N,,,,,,,,,,12,,,,,,,,,
FTE,ORAN,ORANGE-ADR,Orange,NYSE,USD,S,Y,http://www.orange.com,4813,"Telephone communication, except radio",240,Wireless Non-US,10,Computer and Technology,37,TELECOMM SVCS,12,,,0001038143,FR,FRANCE,6,Y,N,ADR
ORBI,ORB,ORBITAL SCIENCE,Orbital Sciences Corp.,NYSE,,,N,,,,,,,,,,12,,,,,,,,,
ORBC,ORBC,ORBCOMM INC,ORBCOMM Inc.,NSDQ,USD,S,Y,http://www.orbcomm.com,4899,"Communication services, not elsewhere classified",237,Satellite Communication,10,Computer and Technology,37,TELECOMM SVCS,12,,,0001361983,US,UNITED STATES,1,Y,N,COM
OPTK,ORBK,ORBOTECH LTD,Orbotech Ltd.,NSDQ,USD,S,Y,http://www.orbotech.com,3823,Process control instruments,51,ELEC MSRNG INST,10,Computer and Technology,34,ELECTRONICS,12,2000-09-18,1.5,0000749037,IL,ISRAEL,1,Y,N,COM
ORBN,ORBN,ORBANCO FINL,ORBANCO FINL,,,,N,,,,,,,,,,12,,,,,,,,,
#ORB,ORBSC,ORBIS INC,ORBIS INC,,,,N,,,,,,,,,,3,,,,,,,,,
ORBT,ORBT,ORBIT INTL CORP,Orbit International Corp.,OTC,USD,S,Y,http://www.orbitintl.com,3679,"Electronic components, not elsewhere classified",50,ELEC-MISC COMPONENTS,10,Computer and Technology,34,ELECTRONICS,12,2005-08-03,1.25,0000074818,US,UNITED STATES,1,N,N,COM
ORBZ,ORBZ,ORBITZ INC,ORBITZ INC,,,,N,,,,,,,,,,12,,,,,,,,,
ORC,ORC,ORCHID ISLAND,"Orchid Island Capital, Inc.",NYSE,USD,S,Y,http://www.orchidislandcapital.com,6798,Real estate investment trusts,65,FIN-MTG&REL SVS,13,Finance,48,FINANCE,12,,,0001518621,US,UNITED STATES,3,Y,N,COM
ORCC,ORCC,ONLINE RES CORP,ONLINE RES CORP,NSDQ,,,N,,,,,,,,,,12,,,,,,,,,
DMG2,ORCD,ORCHARD ENTERPR,ORCHARD ENTERPR,,,,N,,,,,,,,,,12,,,,,,,,,
RLC&,ORCG,OAK RIDGE CAP,OAK RIDGE CAP,,,,N,,,,,,,,,,9,,,,,,,,,
ORCH,ORCH,ORCHID CELLMARK,ORCHID CELLMARK,,,,N,,,,,,,,,,12,,,,,,,,,
ORCI,ORCI,OPINION RESH CP,OPINION RESH CP,,,,N,,,,,,,,,,12,,,,,,,,,
ORCL,ORCL,ORACLE CORP,Oracle Corporation,NYSE,USD,S,Y,http://www.oracle.com,7372,Prepackaged software,44,COMP-SOFTWARE,10,Computer and Technology,32,COMPUTER SOFT/SERV,5,2000-10-13,2.0,0001341439,US,UNITED STATES,1,Y,Y,COM
ORCO,ORCO,OPTICAL RADIATN,OPTICAL RADIATN,,,,N,,,,,,,,,,7,,,,,,,,,
ORCT,ORCT,ORCKIT COMM,Orckit Communications Ltd.,OTC,,,N,,,,,,,,,,12,,,,,,,,,
OREM,OREM,OREGON METALLUR,OREGON METALLUR,,,,N,,,,,,,,,,12,,,,,,,,,
ORE2,OREX,OREXIGEN THERAP,"Orexigen Therapeutics, Inc.",NSDQ,USD,S,Y,http://www.orexigen.com,2834,Pharmaceutical preparations,105,MED-BIOMED/GENE,4,Medical,15,DRUGS,12,2016-07-12,0.1,0001382911,US,UNITED STATES,1,Y,N,COM
#OR2,ORFAQ,ORFA CORP OF AM,ORFA CORP OF AM,,,,N,,,,,,,,,,12,,,,,,,,,
#ORF,ORFN.,ORION FINL LTD,ORION FINL LTD,,,,N,,,,,,,,,,6,,,,,,,,,
ORFR,ORFR,ORBIT/FR INC,Orbit/FR Inc.,OTC,USD,S,Y,http://www.orbitfr.com,3825,Instruments to measure electricity,51,ELEC MSRNG INST,10,Computer and Technology,34,ELECTRONICS,12,,,0001037115,US,UNITED STATES,1,N,N,COM
ORG,ORG,ORGANICS ETF,The Organics ETF,NSDQ,,E,Y,,,,,,,,,,12,,,,,,,,,
ORGS,ORGG.,ORGANOGENESIS,ORGANOGENESIS,,,,N,,,,,,,,,,12,,,,,,,,,
ORGN,ORGN,ORIGEN FINL INC,Origen Financial Inc.,OTC,USD,S,Y,http://www.origenfinancial.com,6798,Real estate investment trusts,65,FIN-MTG&REL SVS,13,Finance,48,FINANCE,12,,,0001268039,US,UNITED STATES,2,N,N,COM
ORGT,ORGT,ORGANITECH USA,ORGANITECH USA,OTC,,I,Y,,,,,,,,,,12,,,,,,,,,
ORH,ORH,ODYSSEY RE HLDG,ODYSSEY RE HLDG,,,,N,,,,,,,,,,12,,,,,,,,,
OSHC,ORH.1,ORCHARD SUPPLY,ORCHARD SUPPLY,,,,N,,,,,,,,,,1,,,,,,,,,
ORL,ORI,OLD REP INTL,Old Republic International Corporation,NYSE,USD,S,Y,http://www.oldrepublic.com,6351,Surety insurance,88,INS-MULTI LINE,13,Finance,49,INSURANCE,12,2006-01-03,1.25,0000074260,US,UNITED STATES,7,Y,N,COM
ORIG,ORIG,OCEAN RIG UDW,Ocean Rig UDW Inc.,NSDQ,USD,S,Y,http://www.ocean-rig.com,1381,Drilling oil & gas wells,134,OIL&GAS-DRILL,12,Oils/Energy,41,OIL MACH/SVC/DRILL,12,,,0001447382,,,1,Y,N,COM
ORIN,ORINY,ORION OYJ ADR,Orion OYJ Unsponsored ADR,OTC,USD,S,Y,,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,12,,,,,,,N,N,ADR
ORIR,ORIR,ORION RESEARCH,ORION RESEARCH,,,S,Y,,,,,,,,,,3,,,,,,,,,
ORIT,ORIT,ORITANI FINL CP,Oritani Financial Corp.,NSDQ,USD,S,Y,http://www.oritani.com,6022,State commercial banks,15,BANKS-NORTHEAST,13,Finance,47,BANKS & THRIFTS,6,2010-06-24,1.5,0001483195,US,UNITED STATES,2,Y,N,COM
ORKL,ORKLY,ORKLA AS-ADR,Orkla Asa,OTC,USD,S,Y,http://www.orkla.com,8880,Private households,48,DIVERSIFIED OPS,9,Multi-Sector Conglomerates,30,CONGLOMERATES,12,,,0000940896,NO,NORWAY,1,N,N,ADR
ORLY,ORLY,O REILLY AUTO,"O'Reilly Automotive, Inc.",NSDQ,USD,S,Y,http://www.oreillyauto.com,5531,Auto & home supply stores,9,RET/WHL-AUTO PT,3,Retail/Wholesale,14,NONFOOD RETAIL/WH,12,2005-06-16,2.0,0000898173,US,UNITED STATES,1,Y,Y,COM
ORM,ORM,OWENS REALTY MG,"Owens Realty Mortgage, Inc.",ARCA,USD,S,Y,http://www.owensmortgage.com,6798,Real estate investment trusts,151,REIT-MTGE TRUST,13,Finance,52,REAL ESTATE,12,,,0001556364,US,UNITED STATES,3,N,N,COM
ORMP,ORMP,ORAMED PHARMACT,Oramed Pharmaceuticals Inc.,NSDQ,USD,S,Y,http://www.oramed.com,2834,Pharmaceutical preparations,104,MED PRODUCTS,4,Medical,17,MED PRODS,8,,,0001176309,IL,ISRAEL,1,Y,N,COM
ORMG,ORN,ORION GROUP HLD,"Orion Group Holdings, Inc.",NYSE,USD,S,Y,http://www.oriongroupholdingsinc.com,1600,"Heavy construction, except building construction - contractors",28,BLDG-HEAVY CNST,8,Construction,29,CONSTRUCT/BLDG SERV,12,,,0001402829,US,UNITED STATES,1,Y,N,COM
ORN,ORN.,ORION PWR HLDGS,ORION PWR HLDGS,,,,N,,,,,,,,,,12,,,,,,,,,
RPH2,ORN.1,ORNDA HEALTHCRP,ORNDA HEALTHCRP,,,,N,,,,,,,,,,8,,,,,,,,,
ORNG,ORNGY,ORANGE PLC-ADR,ORANGE PLC-ADR,,,,N,,,,,,,,,,12,,,,,,,,,
SXCR,ORNH,ORION HLTHCRP,Orion HealthCorp. Inc.,OTC,USD,S,Y,http://www.constellationhealthgroup.com,8011,Offices & clinics of medical doctors,109,MED-HOSPITALS,4,Medical,16,MEDICAL CARE,12,2004-12-15,0.1,0000755113,US,UNITED STATES,1,N,N,COM
OROA,OROA,OROAMERICA INC,OROAMERICA INC,,,,N,,,,,,,,,,1,,,,,,,,,
OROB,OROB,CEVA INTERNATL,CEVA INTERNATL,OTC,,,N,,,,,,,,,,12,,,,,,,,,
OROC,OROCF,OROCOBRE LTD ML,Orocobre Ltd.,OTC,USD,S,Y,,1479,Chemical & fertilizer mining,116,MINING -MISC,6,Basic Materials,20,METALS-NON FERR,6,,,,,,,N,N,COM
ORO#,OROVF,ORIENT OVERSEAS,ORIENT OVERSEAS,OTC,,S,Y,,,,,,,,,,12,,,,,,,,,
OROV,OROVY,ORIENT OVERSEAS,Orient Overseas International Ltd.,OTC,USD,S,Y,http://www.ooilgroup.com,8880,Private households,190,TRANS-SHIP,15,Transportation,58,TRANSPORTATION,12,,,,HK,HONG KONG,1,N,N,ADR
OROX,OROXF,OROSUR MINING,Orosur Mining Inc.,OTC,USD,S,Y,http://www.orosur.ca,8880,Private households,114,MINING -GOLD,6,Basic Materials,20,METALS-NON FERR,5,,,,,,1,N,N,COM
FWY,ORPC,ORION PICTURES,ORION PICTURES,,,,N,,,,,,,,,,2,,,,,,,,,
ORPH,ORPH,ORPHAN MEDICAL,ORPHAN MEDICAL,,,,N,,,,,,,,,,12,,,,,,,,,
ORP2,ORPN,BIO BLAST PHARM,Bio Blast Pharma Ltd.,NSDQ,USD,S,Y,http://www.bioblast-pharma.com,2834,Pharmaceutical preparations,106,MED-DRUGS,4,Medical,15,DRUGS,12,,,0001596812,IL,ISRAEL,1,N,N,COM
ORR,ORR,ORROX CORP,ORROX CORP,TSXV,,S,Y,,,,,,,,,,12,,,,,,,,,
ORRA,ORRA,ORBIT SEMICOND,ORBIT SEMICOND,,,,N,,,,,,,,,,12,,,,,,,,,
ORRF,ORRF,ORRSTOWN FINL,Orrstown Financial Services Inc,NSDQ,USD,S,Y,http://www.orrstown.com,6022,State commercial banks,15,BANKS-NORTHEAST,13,Finance,47,BANKS & THRIFTS,12,,,0000826154,US,UNITED STATES,2,N,N,COM
ORSI,ORSI.,ORS AUTOMATION,ORS AUTOMATION,,,,N,,,,,,,,,,12,,,,,,,,,
ORXT,ORSX,ORSUS XELENT TE,Orsus Xelent Technologies Inc.,OTC,USD,S,Y,http://www.orsus-xelent.com,3661,Telephone & telegraph apparatus,230,Communications Components,10,Computer and Technology,36,TELECOMM EQUIP,12,2011-04-28,0.08,0001297024,CN,CHINA,1,N,N,COM
DBGI,ORTE,ORETECH INC,ORETECH INC,,,,N,,,,,,,,,,6,,,,,,,,,
